,Headline,Date
0,  ZEE insider trading: Punit Goenka pays Rs 50 lakh to settle case,2023-04-13 20:11:00
1,"  SEBI cracks down on Brightcom Group for accounting irregularities, disclosure omissions",2023-04-13 19:11:00
2,"  Highest risk, maximum reward in healthcare lies in diagnostics, says Incred PMS' Aditya Khemka",2023-04-13 18:43:00
3,"  Technical View | Bulls hold fort for third consecutive week, trend likely to be positive above 17,700",2023-04-13 17:48:00
4,  India’s oil marketing companies stare at heavy losses as fears of crude hitting $100 per barrel grow,2023-04-13 18:34:00
5,"  Federal reserve pause is still coming, just not yet",2023-04-13 16:47:00
6,  Gainers & Losers: 10 stocks that moved the most on April 13,2023-04-13 16:40:00
7,"  Infosys Q4 results: Revenue rises 16%, profit up 8% YoY, but miss Street estimates",2023-04-13 19:36:00
8,"  Taking Stock: Market ends flat amid volatility; IT stocks worst hit, realty gains",2023-04-13 16:34:00
9,"  Moneycontrol Pro Panorama | Inflation buckles, time to pivot?",2023-04-13 15:39:00
10,"  Markets LIVE: Nifty Ends Truncated Week Flat | Infosys, Nippon Life & Ashok Ley In Focus| Closing Bell",2023-04-13 15:33:00
11,  Pivot to rate cuts appears distant as sub-par monsoon may push prices higher,2023-04-13 15:28:00
12,"  Discount broker Shoonya faces glitch, users complain of bogus orders, huge losses",2023-04-13 16:40:00
13,"  CEO transitions in large, listed firms have least impact on stock prices, finds Jefferies India",2023-04-13 14:26:00
14,  F&O Buzzer | Bulls continue to fuel the fire for Apollo Hospitals,2023-04-13 14:18:00
15,  Commodities LIVE: India cotton prices gain on strong domestic demand; Global prices at 4-month low,2023-04-13 14:03:00
16,"  Shanti Ekambaram Of Kotak On Digital Savings Account, Credit Growth, & Rising Interest Rates",2023-04-13 22:03:00
17,"  India VIX at 20-month low, indicates bullish outlook; experts warn against complacence",2023-04-13 12:45:00
18,  The rent is still too damn high...,2023-04-13 12:35:00
19,  Dollar index (DXY) on a descent – What does it mean for Indian equity?,2023-04-13 12:31:00
20,  HDFC Bank Q4 Preview | HDFC Bank likely to record 22% rise in Q4 profit on higher net interest income,2023-04-13 12:03:00
21,  Anupam Rasayan up 4% on pact with Japanese multinational,2023-04-13 11:43:00
22,  F&O Manual: IT pack disappoints Nifty bulls; volatility likely to rule the roost,2023-04-13 12:09:00
23,  HPCL in red as Morgan Stanley downgrades stock to 'underweight',2023-04-13 12:06:00
24,  Mankind Pharma counts Dabur as its peer. Are the two truly comparable?,2023-04-13 11:55:00
25,  Has the government shelved reforms in gas pricing?,2023-04-13 10:50:00
